N_PARTICIPANT;TIME_WAITED;ACCURACY;INFO_OUT;CLEANLINESS_OUT;ENTRANCE_OPT;BOARDING_TIME;CLEANLINESS_INS;INFO_IN;AVAIL_SEATS;SEAT_COMFORT;PERSON_SPACE;TEMP_INS;PERSON_SAFETY;CONTRACTOR_DRIVER;HELP_DRIVER;DRIVING_SAFETY;COPASS_BEHAVIOUR;PRODUCT_INFO;SEAT_RESERV;TRANSPORT_CARD;MULT_TRANS_OFFER;TRANS_PURPOSE;TRAVEL_PERSONS;WHEELCHAIR;BABY_STROLLER;KIDS;LUGGAGE;AGED;VISION_HELP;BIKE_FOLD;BIKE_NON_FOLD;DOG;OTHER;DISABILITY;TRANSP_FREQ;TICKET_SELL;INFO_TRIP;BUILDING_MAINT;STATION_CLEAN;FACILITY_STATION;STAFF_STATION;STAFF_HELP;PUBLIC_TRANSP_CONN;PARKING_CARS;PARKING_BIKES;PERSONNAL_SAFETY;ENV_STATION;ROOF_STATION;SEATS_STATION;CATER_FAC_STATION;REASON_TRANSP_MEANS;TICKET_PRICE_SATISFACTION;TRIP_SATISFACTION;GENDER;DRIVING_LIC;PRIVATE_CAR_USE;TWOWH_USE;BIKE_USE;NONE_ABOVE;AGE;EDUCATION_LVL;JOB;PPL_IN_HOUSE;FAMILY_INCOME
5111800431;5;4;4;4;5;5;4;4;4;3;3;3;3;5;5;4;3;1;1;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;3;4;4;3;5;2;2;5;4;5;5;5;5;3;2;2;1;2;5;2;1;1;0;0;0;1;1;1;4;1
5107608559;5;5;5;5;5;5;5;4;5;4;4;4;4;5;5;5;4;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;1;5;5;4;4;4;4;5;4;4;4;4;4;4;4;4;4;5;5;2;1;1;0;0;0;3;1;2;3;1
5105488579;5;5;4;4;5;5;5;4;4;4;4;4;4;4;5;5;4;1;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;5;4;4;4;4;5;4;5;5;4;4;4;4;4;4;4;5;5;4;1;1;1;1;1;0;2;1;2;3;1
5103241530;3;3;4;3;4;4;4;5;4;5;3;4;4;4;4;4;4;1;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;1;5;4;4;5;4;4;4;5;5;4;4;5;5;4;4;3;4;4;2;0;0;0;0;1;1;1;6;6;1
5103236967;3;4;4;3;4;4;3;3;4;4;3;4;4;3;3;4;4;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;4;5;4;4;5;4;4;5;5;4;4;5;4;4;3;3;4;4;4;2;1;1;1;1;0;1;1;1;3;1
5103232907;4;4;4;4;4;4;5;5;4;4;4;4;4;5;5;4;4;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;4;5;4;4;4;4;5;4;4;4;5;4;4;5;4;4;2;0;0;0;1;0;1;1;1;4;2
5103224909;5;5;3;5;5;4;5;5;3;5;5;4;5;5;3;5;5;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;3;5;5;3;5;5;4;5;5;5;5;5;4;5;5;3;5;5;5;2;1;1;0;0;0;2;2;2;3;1
5103220935;4;3;5;4;3;5;4;3;5;4;3;5;4;3;5;4;4;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;4;3;5;4;5;5;4;5;5;4;5;5;4;3;5;4;4;5;2;1;0;0;1;0;1;1;1;4;1
5103217003;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;4;1;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;2;5;4;4;5;4;3;4;5;4;5;4;5;4;3;4;3;5;4;2;0;0;0;1;0;1;2;2;5;1
5103211905;5;5;5;4;5;5;4;5;5;4;5;5;4;5;5;4;5;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;5;4;5;5;4;5;5;4;5;5;4;5;5;4;5;5;5;4;5;2;1;1;0;1;0;1;1;2;2;1
5103207662;3;4;3;4;5;3;4;3;4;5;3;4;3;4;5;3;4;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;4;3;4;5;5;4;5;4;5;5;4;5;4;5;3;6;4;5;1;1;0;0;0;0;2;2;2;1;1
5103198725;4;4;4;4;4;3;4;4;4;3;4;4;4;3;3;4;4;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;5;4;4;4;5;4;4;4;5;4;4;4;5;4;4;2;0;0;0;0;1;3;1;6;3;1
5099966145;4;3;4;4;4;3;4;3;3;3;3;4;4;4;3;3;4;1;1;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;1;2;4;3;5;5;3;4;4;5;5;4;4;4;3;4;1;5;5;2;0;0;1;1;0;1;2;1;7;2
5099475033;4;3;5;3;3;5;3;4;5;5;3;4;5;5;5;5;4;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;5;5;5;4;4;2;4;4;5;4;4;4;5;4;4;5;5;4;5;1;1;1;0;0;0;2;1;6;4;1
5099471816;3;4;4;3;3;5;5;5;4;4;3;4;5;4;5;5;5;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;3;5;5;5;5;5;5;4;4;4;5;5;4;4;4;4;2;1;1;0;0;0;2;2;6;3;1
5099467543;3;4;4;4;4;3;4;5;5;4;4;4;5;4;4;5;4;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;4;5;4;4;4;2;5;4;4;5;4;4;4;5;5;2;3;4;5;2;0;0;0;1;0;1;2;2;5;1
5099463051;4;5;5;5;5;4;5;5;5;4;4;5;5;5;4;5;5;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;4;5;5;5;2;3;2;5;5;5;5;5;5;5;5;5;5;5;2;1;1;0;0;0;1;1;2;4;1
5099456107;2;3;3;3;3;3;2;3;4;2;2;2;2;3;2;2;3;1;0;1;0;3;1;0;0;0;1;0;0;0;0;0;0;0;3;2;3;3;5;2;3;5;2;2;5;5;5;2;2;3;4;5;5;2;0;1;1;1;0;1;1;2;3;1
5099452655; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
5099447376;2;3;4;4;4;4;3;4;3;4;5;4;5;4;4;4;4;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;2;5;4;5;4;4;5;4;4;5;5;4;4;4;5;4;1;2;4;2;0;0;0;1;0;1;1;1;4;1
5097948391;4;4;2;4;4;2;5;4;3;3;3;2;3;4;3;4;4;0;0;0;0;5;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;3;5;5;3;5;5;1;5;5;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
5097325908;3;3;2;2;4;4;3;2;3;3;2;3;4;2;3;4;3;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;5;5;2;2;5;2;3;4;4;5;2;4;5;4;3;4;2;5;4;2;0;0;0;0;1;1;2;1;3;3
5097316981;4;5;3;4;4;4;5;2;4;3;3;5;4;4;4;5;4;1;0;1;1;3;1;0;0;0;1;0;0;0;0;0;0;0;1;4;4;4;4;2;3;4;4;2;2;5;4;4;4;2;1;4;4;2;1;1;0;0;0;3;2;3;4;3
5094179032;3;3;4;4;3;2;4;4;3;3;3;4;3;4;4;4;3;1;0;1;1;2;1;0;0;0;1;0;0;0;0;0;0;0;2;5;3;3;5;5;3;5;4;5;5;4;5;3;3;2;1;5;4;1;1;0;1;1;0;1;1;1;3;1
5092393770;4;5;4;3;5;5;4;5;4;4;4;4;5;5;4;5;4;1;0;1;1;3;1;0;0;0;1;0;0;0;0;0;0;0;3;5;4;4;5;4;4;5;4;4;5;5;4;4;5;5;4;4;4;2;0;0;0;1;0;1;2;1;6;3
5092105560;4;5;4;5;5;4;4;4;5;5;5;5;5;5;5;5;4;1;0;1;1;4;1;0;0;0;1;0;0;0;0;0;0;0;4;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;3;4;5;2;0;0;0;1;0;1;1;1;5;1
5092070741;3;3;2;3;4;5;4;1;5;4;4;4;3;4;3;3;5;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;4;2;1;1;5;4;5;5;4;5;4;3;6;5;5;2;0;1;1;1;0;1;2;2;4;1
5092039109;3;4;4;4;3;4;4;3;3;3;2;4;3;3;3;5;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;5;3;4;4;4;4;4;5;5;5;4;4;4;2;4;5;5;4;2;0;0;0;1;0;1;2;1;4;3
5091528155;4;4;3;2;4;4;3;4;3;3;3;3;3;4;4;4;3;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;4;5;2;0;0;0;1;0;1;2;1;4;1
5091449453;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;2;0;0;0;0;1;1;2;1;3;1
5091433371;5;4;2;4;4;5;5;3;2;4;2;2;4;3;3;5;5;0;0;0;1;4;1;0;0;0;1;0;0;0;0;0;0;0;1;4;4;2;2;1;4;4;4;5;2;5;4;2;3;1;6;1;4;2;0;0;0;1;0;1;1;1;6;2
5091412129;3;2;1;3;3;4;2;1;1;2;1;4;1;3;4;1;3;1;0;1;1;4;1;0;0;0;1;0;0;0;0;0;0;0;5;5;1;2;1;2;2;5;5;5;5;2;1;4;1;3;1;2;2;2;0;0;0;1;0;1;2;1;4;2
5091408788;4;3;4;4;4;4;4;4;4;4;3;3;3;3;4;4;3;0;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;5;4;3;3;5;2;3;4;5;4;5;4;4;2;3;4;4;4;4;2;1;1;0;1;0;1;1;1;3;1
5091378724;4;4;3;4;3;3;4;3;3;3;3;3;3;4;4;3;3;1;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;1;2;3;3;5;5;4;2;4;4;2;5;5;3;3;3;1;1;5;2;1;1;0;1;0;1;2;1;3;1
5078802692;4;4;5;4;4;4;5;3;3;4;3;3;3;4;4;4;4;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;4;4;3;5;5;5;5;5;5;3;2;2;4;5;5;2;1;1;0;0; ;3;1;2;2;1
5076326459;3;4;3;4;5;5;4;3;3;4;5;5;4;3;3;4;5;1;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;3;5;4;3;5;4;5;5;4;5;5;4;5;5;4;3;4;5;4;2;0;0;0;1;0;1;1;5;4;1
5076254507;4;5;3;2;3;4;3;3;2;4;4;3;4;4;4;5;4;1;1;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;1;4;4;3;5;5;5;4;5;5;4;4;5;4;4;4;4;4;4;2;0;0;0;1;0;1;1;2;4;1
5076237097;3;3;3;4;3;3;4;4;3;3;3;3;3;3;2;3;3;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;3;5;3;4;5;2;3;5;2;5;5;5;5;4;3;3;4;2;4;2;0;0;0;1;0;2;1;4;4;1
5076160671;4;4;3;4;3;4;4;5;4;5;4;4;3;4;3;4;3;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;5;4;4;4;5;4;4;5;5;4;4;5;4;4;3;5;4;4;2;1;1;1;0;0;1;1;1;4;1
5076078031;3;5;2;3;3;3;4;3;4;3;1;5;3;2;3;4;3;1;0;0;0;4;1;0;0;0;0;0;0;1;0;0;0;0;4;4;3;2;2;1;3;5;5;2;2;2;4;5;3;1;5;2;5;2;0;0;0;1;0;1;1;1;4;2
5076060468;3;4;3;3;4;4;3;4;5;4;5;4;4;2;3;3;4;1;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;4;5;5;4;4;5;5;4;4;5;2;4;2;5;4;4;2;0;0;0;0; ;3;2;6;5;2
5072876470;3;3;4;3;4;3;4;4;3;4;3;3;4;4;3;4;4;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;4;4;4;4;4;4;5;5;5;3;3;4;4;5;5;2;1;0;0;0; ;2;1;2;3;1
5072868421;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;4;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;3;5;3;4;5;5;4;5;5;5;5;4;4;3;3;3;4;5;5;1;0;0;1;1; ;1;1;1;2;2
5071814901;5;5;4;5;5;5;5;5;5;4;4;5;4;3;3;3;4;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;2;5;5;4;4;5;1;4;4;4;5;5;1;1;2;4;2;0;0;0;1;0;1;1;1;4;2
5071801779;3;5;2;2;3;3;4;4;5;4;3;5;3;2;2;1;4;1;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;2;4;5;3;5;5;4;5;2;5;4;4;1;6;2;4;2;0;0;0;0;1;2;2;4;4;2
5071756668;3;4;3;4;4;5;3;3;4;5;5;5;4;2;2;3;3;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;1;5;4;2;4;4;1;2;5;2;4;4;4;5;5;1;5;2;4;2;0;0;0;1;0;1;1;1;3;3
5071713174;2;5;2;3;4;5;4;4;5;5;5;5;5;3;3;5;4;1;1;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;2;4;4;1;5;5;3;5;5;1;4;5;4;4;4;1;4;2;5;1;1;1;1;1;0;2;1;1;4;2
5070854067;4;4;3;3;3;2;4;4;4;3;3;4;3;3;4;4;3;1;0;0;1;3;1;0;0;0;1;0;0;0;0;0;0;0;3;5;3;3;5;2;3;5;5;2;2;2;5;3;2;2;1;4;5;2;0;0;0;0; ;1;1;1;1;1
5070797926;4;4;4;3;5;5;4;4;4;4;2;4;5;5;2;5;5;1;1;1;0;4;1;0;0;0;1;0;0;0;0;0;0;0;1;4;4;4;4;1;4;5;5;5;5;5;4;5;3;3;3;5;5;2;0;0;0;0;0;1;1;1;2;1
5070784657;4;4;5;4;4;4;4;4;4;4;4;4;5;3;3;4;3;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;3;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;0;0;1;1; ;1;2;1;3;2
5070664690;3;5;2;4;4;4;4;3;2;5;3;3;4;4;4;3;4;1;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;4;5;3;2;4;1;1;2;5;5;5;5;5;3;4;3;6;1;5;2;0;0;0;1;0;1;1;1;4;2
5069601590;4;3;4;4;4;3;4;3;3;3;3;2;3;3;4;4;5;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;4;5;4;3;4;5;4;4;5;5;4;5;5;4;3;2;3;5;4;2;0;0;0;1;0;1;1;1;3;2
5068335703;5;5;5;5;3;5;2;2;1;3;3;4;3;2;4;3;3;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;2;1;2;3;5;5;2;4;5;2;5;4;5;3;4;5;4;2;5;1;1;0;0;1;0;0;2;6;10;1
5068241807;4;5;5;4;5;5;5;4;4;4;4;4;4;5;4;5;4;1;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;3;4;5;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;4;1;0;0;0;1; ;1;2;1;4;2
5068152682;3;5;2;4;5;4;5;2;4;5;4;5;5;5;5;5;5;1;1;1;1;4;0;0;0;0;1;0;0;0;0;0;0;0;2;4;4;4;5;5;3;4;5;4;5;5;4;4;1;3;5;4;5;2;1;1;0;1;0;1;2;1;3;3
5067839699;5;4;1;3;5;4;5;4;4;3;3;4;4;4;4;4;4;1;1;1;1;3;1;0;0;0;1;0;0;0;0;0;0;0;3;4;4;4;5;4;4;4;5;5;4;4;4;4;3;4;1;5;4;1;1;0;0;1;0;1;1;1;4;2
5067264044;5;5;4;4;3;3;4;3;2;1;1;3;4;3;3;4;3;1;1;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;3;5;4;2;5;2;3;5;4;2;2;5;5;3;2;3;1;5;5;1;1;0;0;0;0;2;2;2;1;2
5067125226;4;5;5;5;4;5;5;4;4;4;4;5;5;5;5;5;4;1;1;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;1;1;1;1;1;0;3;1;3;3;2
5067113251;3;4;3;4;4;4;4;4;3;3;3;3;3;3;3;4;3;0;1;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;3;5;4;4;4;4;4;4;5;4;4;4;4;4;4;5;4;5;5;1;1;1;1;1;0;3;1;3;4;2
5065443671;3;4;3;4;3;4;4;2;3;2;2;1;3;3;4;4;4;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;1;5;2;2;4;2;3;4;5;4;2;5;5;4;3;3;1;2;5;2;1;1;0;0; ;3;2;2;4;3
5064682041;4;5;4;3;4;3;5;2;3;1;2;4;5;4;4;5;4;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;1;5;4;2;5;5;4;2;5;5;2;4;2;4;2;1;1;2;5;1;1;0;0;0;0;1;1;1;2;3
5064667955;5;5;3;2;5;4;4;4;5;4;4;4;5;5;5;5;4;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;4;5;4;3;2;5;4;4;4;5;1;5;4;4;3;3;1;4;4;1;0;0;0;1;0;1;1;1;3;3
5061888220;4;5;4;2;4;4;5;4;5;4;1;2;3;4;4;4;3;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;3;4;4;4;2;1;3;5;5;4;1;5;5;2;1;1;4;1;5;2;1;1;0;1; ;1;1;1;1;2
5060531769;3;5;2;3;4;3;5;3;3;2;3;3;4;5;5;2;5;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2;5;2;3;5;2;3;1;4;5;5;2;2;2;2;1;1;1;5;2;0;0;0;1;0;1;1;1;1;1
5059671560;3;3;4;3;3;4;3;2;4;2;2;4;4;4;4;4;5;1;1;0;1;3;1;0;0;0;1;0;0;0;0;0;0;0;3;4;3;3;5;2;2;5;4;2;2;5;5;4;1;1;4;2;5;1;1;1;0;1;1;1;1;1;1;1
5059487980;4;4;4;3;3;2;4;2;4;2;2;3;3;2;3;3;2;1;1;1;1;3;1;0;0;0;1;0;0;0;0;0;0;0;1;5;3;4;5;2;2;5;4;5;2;5;5;2;1;2;6;2;5;2;1;0;0;1; ;1;1;1;1;1
5058865134;4;4;3;4;4;4;4;3;4;3;3;3;4;4;4;3;3;1;1;1;1;3;1;0;0;0;1;0;0;0;0;0;1;0;3;4;3;3;4;5;3;5;5;2;2;5;5;4;3;2;6;2;5;2;1;0;0;1;0;1;1;1;2;2
5058861199;3;3;3;4;4;2;3;3;3;1;1;2;1;4;3;2;4;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;2;2;1;1;5;1;2;2;5;5;2;2;2;1;1;1;1;1;5;2;0;0;1;1;0;1;1;1;1;1
5057334008;3;4;5;2;4;5;4;4;2;3;2;4;5;4;4;5;4;1;1;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;3;2;5;2;1;4;4;5;5;1;5;5;5;4;4;4;1;4;4;1;1;1;1;0; ;3;2;2;4;3
5055845916;5;4;3;2;5;4;3;3;4;3;4;4;5;4;4;4;3;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;3;4;4;3;2;2;3;4;4;5;1;5;5;4;4;3;4;4;4;2;1;1;0;1; ;1;1;1;4;3
5036705969;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;5;5;3;3;5;5;3;5;5;5;5;5;5;3;3;3;4;5;5;1;1;1;1;1;1;0;0;1;2;1
5033829016; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
